9845563	mus	Likepvranes.	eeyinn	2021-03-16 02:02:02	2021-03-16 16:41:49
9845564	mus	Efvt wohkvcoks.	eeyinn	2021-03-16 02:02:08	2021-03-16 16:41:47
9845565	mus	Hompetv cukot fvckēt ômvcoks.	eeyinn	2021-03-16 02:02:45	2021-03-16 16:41:45
9845566	mus	Yvhv lētkv cvhocefkvt os.	eeyinn	2021-03-16 02:03:09	2021-03-16 16:41:41
9845567	mus	Estvmin likecket omv?	eeyinn	2021-03-16 02:03:24	2021-03-16 16:41:43
9845569	mus	Estvmin vpokacket omv?	eeyinn	2021-03-16 02:03:57	2021-03-16 16:38:38
9845570	mus	Estvmimvn vpoket omacket omv?	eeyinn	2021-03-16 02:04:13	2021-03-16 16:38:34
9845571	mus	Tvkocat hompetvn ohfullen hêcis.	eeyinn	2021-03-16 02:04:51	2021-03-16 16:38:07
9845572	mus	Cvtkolē hakes.	eeyinn	2021-03-16 02:05:14	2021-03-16 16:38:27
9845573	mus	Hoktēt okat, 'corakkot lētkvcoks, ecken kicvtēs.	eeyinn	2021-03-16 02:06:28	2021-03-16 16:38:14
9845574	mus	Locv okat, fuswvt yvhikvcoks, makvtēs.	eeyinn	2021-03-16 02:06:42	2021-03-16 16:38:21
9845575	mus	Hotvlvlket omēs.	eeyinn	2021-03-16 02:06:58	2021-03-16 16:38:53
9845576	mus	Honvnwv kvtopokvn kvtopoyat vmvpēles.	eeyinn	2021-03-16 02:08:34	2021-03-16 16:38:58
9845577	mus	Cofonwv ohhompetv ohlomhat kvrkvpēcivnks.	eeyinn	2021-03-16 02:08:51	2021-03-16 16:39:03
9845578	mus	Yefolhohkat emmvyattēhcvkes.	eeyinn	2021-03-16 02:09:08	2021-03-16 16:39:59
9845582	mus	Honvnwv uewv hvtvm yacet owisen nvcomusēt uewvn owis.	eeyinn	2021-03-16 02:11:27	2021-03-24 16:29:44
9845584	mus	Vnliketvt os Brighton-et.	eeyinn	2021-03-16 02:12:09	2021-11-27 21:48:07
9845585	mus	Estvimt cemestvlket te?	eeyinn	2021-03-16 02:12:20	2021-03-16 16:39:44
9845586	mus	Naket cemvtotketvt omv?	eeyinn	2021-03-16 02:12:32	2021-03-16 16:39:39
9845587	mus	Emvhayvt omit omēs.	eeyinn	2021-03-16 02:12:55	2021-03-16 16:39:35
9845588	mus	Cemefv enhocefhokvt naket te?	eeyinn	2021-03-16 02:13:06	2021-03-16 16:39:30
9845591	mus	Naket omisv?	eeyinn	2021-03-16 02:16:13	2021-03-16 16:39:25
9845592	mus	Naket cemetvlwvt omv?	eeyinn	2021-03-16 02:16:29	2021-03-16 16:39:19
9845593	mus	Ēkvn-fvskē emeste catēn omikv, "etvlwv" mahoken ocakisen fuswvlket omis.	eeyinn	2021-03-16 02:17:05	2021-11-28 18:38:01
9845594	mus	Mv hayeckv pohet omēt omat cemvlostēt omv?	eeyinn	2021-03-16 02:21:49	2021-03-16 16:41:06
9845598	mus	Nake okhacet omaten maketv ceyacv?	eeyinn	2021-03-16 02:24:05	2021-03-16 16:41:01
9845599	mus	Heyv mvhakv cuko ofvn nak cokv sulket ocacken, este ohonayetvn eyacat nvcomusen ocackes ca.	eeyinn	2021-03-16 02:25:40	2021-03-16 16:40:57
9845601	mus	Pumfulletvn naket omvranv?	eeyinn	2021-03-16 02:26:11	2021-03-16 16:40:51
9845610	mus	Estimvn fotkat pohet omiyv?	eeyinn	2021-03-16 03:37:40	2021-03-16 16:40:46
9845611	mus	Cenkvnhetv komet onkv nake makaten emenhonreckekos komis.	eeyinn	2021-03-16 03:45:49	2021-03-16 16:40:41
9845616	mus	Elepvranes.	eeyinn	2021-03-16 04:34:20	2021-03-16 16:40:39
9845617	mus	Popvsvtkepvranet os.	eeyinn	2021-03-16 04:34:48	2024-01-17 01:37:29
9845618	mus	Cvtolaswvt vnhvsvfket omisen naken papako tayēs ca!	eeyinn	2021-03-16 04:36:56	2021-03-16 16:40:17
9845619	mus	Cerke tat enhēret arv?	eeyinn	2021-03-16 04:37:35	2021-03-16 16:40:11
9846510	mus	Heleswv hayvt omis.	eeyinn	2021-03-16 16:57:13	2021-03-24 13:48:35
9846511	mus	Honvnwvt omis.	eeyinn	2021-03-16 16:57:45	2021-03-24 13:48:28
9846512	mus	Hvo.	eeyinn	2021-03-16 16:57:55	2021-03-24 13:48:21
9846513	mus	Enkv.	eeyinn	2021-03-16 16:57:59	2021-03-24 13:48:14
9846514	mus	Cahtvlket omis.	eeyinn	2021-03-16 16:58:18	2021-03-24 13:48:05
9846515	mus	Kerris.	eeyinn	2021-03-16 16:58:32	2021-03-24 13:47:55
9846516	mus	Kerraks.	eeyinn	2021-03-16 16:58:58	2021-03-24 13:46:59
9846517	mus	Cvtkole hakes.	eeyinn	2021-03-16 16:59:39	2021-03-24 13:46:46
9846518	mus	Heyvt ecorakkot os.	eeyinn	2021-03-16 17:00:08	2021-03-24 13:46:41
9846521	mus	Mv vhvoke hvwecvs.	eeyinn	2021-03-16 17:01:57	2021-03-24 13:46:12
9846522	mus	Ecenokēciyēt os.	eeyinn	2021-03-16 17:02:19	2021-03-24 13:46:07
9846528	mus	Vmmahat liket omes.	eeyinn	2021-03-16 17:05:03	2021-03-24 13:46:02
9846531	mus	Estvmin cenliketvt tē?	eeyinn	2021-03-16 17:05:25	2021-03-24 13:45:58
9846532	mus	Nvcomieckv?	eeyinn	2021-03-16 17:05:36	2021-03-24 13:45:54
9846533	mus	Oskēt os.	eeyinn	2021-03-16 17:05:59	2021-03-24 13:45:49
9846535	mus	Estvmimvn ayecket omv?	eeyinn	2021-03-16 17:06:22	2021-03-24 13:45:45
9846539	mus	Momēn komaks.	eeyinn	2021-03-16 17:07:18	2021-03-24 13:45:41
9846540	mus	Svtvn hompet omis.	eeyinn	2021-03-16 17:07:34	2021-03-24 13:45:36
9846541	mus	Estvmimvn vtotkecket omv?	eeyinn	2021-03-16 17:07:48	2021-03-24 13:45:32
9846542	mus	Estonko?	eeyinn	2021-03-16 17:08:04	2021-03-16 17:08:10
9846543	mus	Estvmimvn vteckēt omv?	eeyinn	2021-03-16 17:08:31	2021-03-16 17:08:35
9846561	mus	Cahtvlket omeckv?	eeyinn	2021-03-16 17:25:31	2021-03-16 17:25:34
9846562	mus	Ilesvlket omaks.	eeyinn	2021-03-16 17:25:50	2021-03-16 17:26:22
9846563	mus	Ilesvlketokot omis.	eeyinn	2021-03-16 17:26:03	2021-03-16 17:26:08
9847432	mus	Hompetv cvyacēs.	eeyinn	2021-03-17 05:01:23	2021-03-17 05:01:26
9847433	mus	Cekvsvppēt tē?	eeyinn	2021-03-17 05:02:01	2021-03-17 05:02:04
9847434	mus	Naken hompeckv?	eeyinn	2021-03-17 05:02:15	2021-03-17 05:02:18
9847435	mus	Tom-ke yvhiket os.	eeyinn	2021-03-17 05:02:36	2021-03-17 05:02:39
9847437	mus	Hompetvn vpēyvkēts.	eeyinn	2021-03-17 05:03:29	2021-03-17 05:03:33
9847441	mus	Vcafvckēt omvnks.	eeyinn	2021-03-17 05:04:33	2021-03-24 13:43:50
9847442	mus	Vcafvckēt omvtēs.	eeyinn	2021-03-17 05:04:45	2021-03-17 05:04:47
9847443	mus	Cvcket tvlofvn ayet os.	eeyinn	2021-03-17 05:05:08	2021-03-17 05:05:11
9847445	mus	Wacet tvlofvn ayet os.	eeyinn	2021-03-17 05:05:24	2021-03-17 05:05:27
9847446	mus	Hompetvn nēset os.	eeyinn	2021-03-17 05:05:44	2021-03-17 05:06:19
9847448	mus	Honvnwvt tvlakon hompet os.	eeyinn	2021-03-17 05:06:13	2021-03-17 05:06:16
9847452	mus	Cvmososwvt cvhiwvn emapohicet os.	eeyinn	2021-03-17 05:09:01	2021-03-17 05:09:04
9847453	mus	Estvmimvn vhyeckv?	eeyinn	2021-03-17 05:09:19	2021-03-17 05:09:23
9847454	mus	Hompetvn cvyacekot os.	eeyinn	2021-03-17 05:09:53	2021-03-17 05:18:24
9847455	mus	Naken hompet ohmeckv?	eeyinn	2021-03-17 05:10:08	2021-03-17 05:10:11
9847456	mus	Naken homipeckv?	eeyinn	2021-03-17 05:10:16	2021-03-17 05:10:20
9847457	mus	Naken hompeckvrēt tē?	eeyinn	2021-03-17 05:10:42	2021-03-17 05:11:12
9847458	mus	Vpeswvn homparēs.	eeyinn	2021-03-17 05:11:53	2021-03-17 05:11:56
9847460	mus	Kerrepvt omeckv?	eeyinn	2021-03-17 05:12:08	2021-03-17 05:12:52
9847461	mus	Cokv hēcvt omeckv?	eeyinn	2021-03-17 05:12:16	2021-03-17 05:12:58
9847464	mus	Felance emopunvkvn opunayeckēt tayv?	eeyinn	2021-03-17 05:13:33	2021-03-17 05:13:36
9847466	mus	Wvcenv emopunvkvn opunayeckv?	eeyinn	2021-03-17 05:13:59	2021-03-17 05:14:02
9847468	mus	Honvnwv vculat liket os.	eeyinn	2021-03-17 05:14:14	2021-03-17 05:14:17
9847469	mus	Hoktē mvnettucat yvhiket os.	eeyinn	2021-03-17 05:14:51	2021-03-17 05:14:54
9851341	mus	Estvmimvn vhyecket omv?	eeyinn	2021-03-18 23:42:29	2021-03-24 13:41:29
9851342	mus	Estvmimvn ayecket ohmv?	eeyinn	2021-03-18 23:42:56	2021-03-24 13:41:23
9851344	mus	Etohkayetv-cuko ayeckvnks.	eeyinn	2021-03-18 23:44:19	2021-03-24 13:41:16
9851346	mus	Vcvnokēceckēt tē?	eeyinn	2021-03-18 23:44:58	2021-03-24 13:41:12
9851427	mus	Cvcvpakkē mahēt omiyvnks	eeyinn	2021-03-19 00:32:54	2021-03-24 13:41:07
9851435	mus	Vhvoken hvwēcvranet omis.	eeyinn	2021-03-19 00:41:03	2021-03-24 13:40:53
9852290	mus	Mucv nettv tat naket te?	eeyinn	2021-03-19 13:56:43	2021-03-24 13:40:47
9852292	mus	Mucv nettv tat ennvrkvpv ennettvt os.	eeyinn	2021-03-19 13:59:14	2021-03-24 13:40:40
9852386	mus	Mucv ohrolopē tat naket te?	eeyinn	2021-03-19 14:26:37	2021-03-24 13:40:20
9852468	mus	Vccetv estomat vholwvkēt tē?	eeyinn	2021-03-19 15:19:36	2021-03-24 13:39:57
9852496	mus	Heyomat fettvn oskēt os.	eeyinn	2021-03-19 15:36:19	2021-03-24 13:32:33
9852498	mus	Cvcket neskv-cukon ayet omv?	eeyinn	2021-03-19 15:37:05	2021-03-24 13:32:43
9852499	mus	Wace neskv-cukon ayv?	eeyinn	2021-03-19 15:37:20	2021-03-24 13:32:53
9852501	mus	Honvnwvt takliken homipes.	eeyinn	2021-03-19 15:37:56	2021-03-24 13:33:14
9852504	mus	Honvnwvt takliken homipet os.	eeyinn	2021-03-19 15:40:43	2021-03-24 13:36:03
9852505	mus	Honvnwvt takliken hompet ohmes.	eeyinn	2021-03-19 15:40:52	2021-03-24 13:35:25
9852510	mus	Mucv nettv tvlofvn ayeckv?	eeyinn	2021-03-19 15:41:29	2021-03-24 13:36:44
9852516	mus	Heyv hoktē tat vnlakises.	eeyinn	2021-03-19 15:45:39	2021-03-24 13:36:51
9852517	mus	Mēkot vmopunayet os.	eeyinn	2021-03-19 15:46:47	2021-03-24 13:36:56
9852525	mus	Eco-vpeswvn norihcis.	eeyinn	2021-03-19 15:51:04	2021-03-24 13:37:03
9852526	mus	'Corakko estvn arv?	eeyinn	2021-03-19 15:51:20	2021-03-24 13:39:20
9852537	mus	Estomen tvlofvn vpeyv?	eeyinn	2021-03-19 15:59:19	2021-03-24 13:39:13
9852538	mus	Heles-hayvt hoktvlwan hēcet os.	eeyinn	2021-03-19 15:59:57	2021-03-24 13:39:05
9852540	mus	Puse lvste pvfnen lētkes.	eeyinn	2021-03-19 16:01:39	2021-03-24 13:39:00
9852545	mus	Efv lvstat puse hvtkan hēces.	eeyinn	2021-03-19 16:03:36	2021-03-24 13:38:55
9852547	mus	Efv lvstē puse hvtkē hēces.	eeyinn	2021-03-19 16:03:57	2021-03-24 13:38:48
9852551	mus	Estomen yvnvsv hvtken hopoheckv?	eeyinn	2021-03-19 16:07:37	2021-03-24 13:38:27
9852595	mus	Cehēcvkat vnhēres.	eeyinn	2021-03-19 16:28:13	2021-03-24 13:38:22
9852604	mus	Cvcke ecustake nvcomen nehset omv?	eeyinn	2021-03-19 16:30:50	2021-03-24 13:38:17
9852608	mus	Estomen accvke tvlekme holattan okkoseckv?	eeyinn	2021-03-19 16:31:30	2021-03-24 13:38:13
9867515	mus	Estvmi'n vpokackv?	eeyinn	2021-03-24 13:51:37	2021-03-24 13:52:14
9867516	mus	Estvmimvn vpokacket omv?	eeyinn	2021-03-24 13:51:55	2021-03-24 13:51:55
9867517	mus	'Stvn vpokaccv?	eeyinn	2021-03-24 13:52:06	2021-03-24 13:52:06
9867518	mus	Estvmin cemvpoketvt te?	eeyinn	2021-03-24 13:52:23	2021-03-24 13:52:23
9867833	mus	Honvnwv owv hvtvm eyacet omîsen nvcomusēt owvn omîs.	eeyinn	2021-03-24 16:30:32	2021-03-24 16:30:40
9867860	mus	Vlicēcet ohmeckof, a̜yē mahvccvs.	eeyinn	2021-03-24 16:39:03	2021-03-24 16:39:03
9867875	mus	Vlicēhceckof a̜yē mahvs.	eeyinn	2021-03-24 16:44:18	2021-03-24 16:44:18
9868445	mus	Nake cehocefkvt owv?	eeyinn	2021-03-25 03:01:20	2021-03-25 03:01:20
9868448	mus	Cik cvcefkvt os.	eeyinn	2021-03-25 03:01:44	2021-03-25 03:01:44
9868455	mus	Vntoknawv horkopakvnks.	eeyinn	2021-03-25 03:04:07	2021-03-25 03:04:07
9868461	mus	Etepakēt vpēyvrēs.	eeyinn	2021-03-25 03:47:21	2021-03-25 03:47:21
9868464	mus	Nakcokv-eskērkueckvt os, mvt onko?	eeyinn	2021-03-25 03:56:45	2021-03-25 03:56:45
9868467	mus	Enokkē cenhecketv tat cepenkvlēcet onko?	eeyinn	2021-03-25 03:59:56	2021-03-25 03:59:56
9868468	mus	Cemvkerrickv kerretv cvyacēt os.	eeyinn	2021-03-25 04:01:27	2021-03-25 04:01:27
9868469	mus	Nake vkerriceckan kerretv cvyacēt os.	eeyinn	2021-03-25 04:02:14	2021-03-25 04:02:14
9868474	mus	Hvlvlatken omēcepvs.	eeyinn	2021-03-25 04:03:53	2021-03-25 04:03:53
9868475	mus	Este opunayecekot.	eeyinn	2021-03-25 04:07:51	2021-03-25 04:07:51
9868476	mus	Mvt emafvckvkekot omvrēs.	eeyinn	2021-03-25 04:10:23	2021-04-13 17:02:02
9868487	mus	Heyomaten nak momvkat wiyvkekot os.	eeyinn	2021-03-25 04:14:10	2021-04-13 13:25:39
9868488	mus	Vcewekon vtēt tayvrēs.	eeyinn	2021-03-25 04:16:29	2021-04-13 16:55:49
9868489	mus	Nettv ayen nohcis	eeyinn	2021-03-25 04:17:53	2021-04-13 13:29:32
9868492	mus	Tom mvn omēcetv tat eyacēt os.	eeyinn	2021-03-25 04:20:08	2021-03-25 04:20:08
9868493	mus	Tom mvn mēcetv komet os.	eeyinn	2021-03-25 04:21:41	2021-03-25 04:21:41
9868500	mus	Este esvlvfkē enokkicemvts.	eeyinn	2021-03-25 04:35:22	2021-03-25 04:35:22
9868501	mus	Monkos wvcenv emopunvkvn opunayako tayēs cē.	eeyinn	2021-03-25 04:36:02	2021-03-25 04:36:02
9868502	mus	Mary tat pokko-nvfv em pokkēccet, mvt onko?	eeyinn	2021-03-25 04:37:32	2021-04-13 16:59:16
9869779	mus	Cukoce vyetv cvyacēs.	eeyinn	2021-03-25 15:19:39	2021-03-25 15:19:39
9869780	mus	Ra-vyetv cvyacēs.	eeyinn	2021-03-25 15:19:48	2021-03-25 15:19:48
9869866	mus	Aymalvlke enfulletvn eckvlke vrakkuecet omvccvs.	eeyinn	2021-03-25 16:21:16	2021-03-25 16:21:16
9869870	mus	Mvto.	eeyinn	2021-03-25 16:21:51	2021-03-25 16:21:51
9869873	mus	Cehēcakot os.	eeyinn	2021-03-25 16:22:21	2021-03-25 16:22:21
9869874	mus	Kafe cvyacēt os.	eeyinn	2021-03-25 16:22:32	2021-03-25 16:22:32
9869876	mus	Cehēciyat vcafvcecicet os.	eeyinn	2021-03-25 16:24:41	2021-03-25 16:24:41
9869883	mus	Tom mv tat mēcetv orēn eyacēkvnks.	eeyinn	2021-03-25 16:27:51	2021-03-25 16:27:51
9869913	mus	Ervkkvt palen toknawv yomusēt os.	eeyinn	2021-03-25 16:35:21	2021-03-25 16:35:21
9869926	mus	Yvmv cukofvn nak vhayēt tayv?	eeyinn	2021-03-25 16:41:09	2021-03-25 16:41:09
9870704	mus	Estofis nake enyekcetv ocekat 'mēcet os.	eeyinn	2021-03-26 01:51:10	2021-04-01 00:49:25
9870705	mus	Mucv hvthvyvtke tat fettv estonko?	eeyinn	2021-03-26 01:52:02	2021-03-26 01:52:02
9870706	mus	Maketvt omēs cē, Boston tvlofvn omit omat ēhonēckēt omekvnks.	eeyinn	2021-03-26 01:59:44	2021-03-30 18:17:58
9870757	mus	Tom nak-estomen eyopaklatkat cekihcv?	eeyinn	2021-03-26 04:08:19	2021-03-30 18:17:23
9870758	mus	Hvtvm yvmvn atekot.	eeyinn	2021-03-26 04:11:45	2021-03-28 15:28:44
9870759	mus	Vncokv kihceckv?	eeyinn	2021-03-26 04:12:52	2021-03-26 04:12:52
9870760	mus	Rvfo 'cuse vtehkan yvmvn vpokēt os.	eeyinn	2021-03-26 04:15:36	2021-03-26 04:15:36
9870761	mus	Vncvnaket omekat kihcis.	eeyinn	2021-03-26 04:16:46	2021-03-31 22:50:29
9870762	mus	Tom mv toknawv omvlkat estvn enhecikv?	eeyinn	2021-03-26 04:22:32	2021-03-30 17:52:15
9870763	mus	Estvmin lihkeckv?	eeyinn	2021-03-26 04:23:21	2021-03-30 18:15:30
9870764	mus	Tom s'vhayat cvpakkuecet os.	eeyinn	2021-03-26 04:26:07	2021-03-26 04:26:07
9870765	mus	Tom eyacekat estomen kerret ohmeckv?	eeyinn	2021-03-26 04:26:53	2021-04-01 00:47:52
9870766	mus	Tom naken eyacan kerrēt oman eyacet os.	eeyinn	2021-03-26 04:31:33	2021-03-30 18:14:25
9870767	mus	Tom okat Mary mvn mēcetv emetektvnkē ētan emetv eyacēt os kihces.	eeyinn	2021-03-26 04:35:24	2021-03-30 17:51:41
9927953	mus	Tom okat Mary hvtvm mvn 'mēcetv em etektvnecē eyacēt os.	eeyinn	2021-03-30 17:51:02	2021-03-30 17:51:16
9927956	mus	Tom s'vhayat eyaceko mahēs.	eeyinn	2021-03-30 17:53:12	2021-03-30 17:53:12
9928384	mus	Tom naken mēcēyan kerretv eyacēt os.	eeyinn	2021-03-30 22:13:53	2021-03-30 22:13:53
9928405	mus	Miste poyacēt os komis.	eeyinn	2021-03-30 22:22:51	2021-04-16 03:15:34
9928412	mus	Tom afvckēt omekvnks.	eeyinn	2021-03-30 22:25:32	2021-03-30 22:25:32
9928413	mus	Tom afvckēkot omvnks.	eeyinn	2021-03-30 22:25:40	2021-03-30 22:25:40
9928568	mus	Nak estomen poyacet owv?	eeyinn	2021-03-31 02:17:54	2021-03-31 02:17:54
9928569	mus	Nak estomen poyacet te?	eeyinn	2021-03-31 02:18:03	2021-03-31 02:18:03
9929515	mus	Nocepvs!	eeyinn	2021-03-31 17:02:02	2021-03-31 17:02:02
9929535	mus	Kafe pumvnahat kohmis.	eeyinn	2021-03-31 17:09:29	2021-03-31 17:09:29
9929539	mus	Cekvn awaret omarēs cē!	eeyinn	2021-03-31 17:10:26	2021-04-16 03:12:44
9939246	mus	Vmesekovpēttickv vnkvpiceckehv̜?	eeyinn	2021-04-05 18:05:44	2021-04-05 18:05:44
9940739	mus	Mvn hompakarēs.	eeyinn	2021-04-06 14:28:07	2021-04-06 14:28:07
9954402	mus	Nak-tate wiyvkekot os.	eeyinn	2021-04-13 13:26:35	2021-04-13 13:26:35
9954408	mus	Nettv ayat nociyîs.	eeyinn	2021-04-13 13:30:02	2021-04-13 13:30:12
9954824	mus	Aymalvlke enfulletvn eckvlke vrakkuecetv empvtakvt omēs.	eeyinn	2021-04-13 16:58:31	2021-04-13 16:58:31
9954825	mus	Mary tat pokko-nvfkv pokkēcetvn aret, mvt onko?	eeyinn	2021-04-13 16:59:51	2021-04-13 16:59:51
9954855	mus	Boston tvlofvn ariyof vmohpvlvtket os cē.	eeyinn	2021-04-13 17:23:53	2021-04-13 17:23:53
9954858	mus	Ennoketv enhecketvn cepenkvleceko̜?	eeyinn	2021-04-13 17:25:08	2021-04-13 17:25:08
9954861	mus	Tom nak-eyacat ponkerrkuecet komet os.	eeyinn	2021-04-13 17:26:19	2021-04-13 17:26:19
9954862	mus	Nak komeckat vrakkuecis	eeyinn	2021-04-13 17:27:23	2021-04-13 17:27:23
9961204	mus	Vnsekovpēttickv cenkvpicihv̜?	eeyinn	2021-04-16 03:10:50	2021-04-16 03:10:50
9961208	mus	Vnnaketokot omat kihcis.	eeyinn	2021-04-16 03:13:40	2021-04-16 03:13:40
9961216	mus	Emēkusapvs cē.	eeyinn	2021-04-16 03:41:31	2021-04-16 03:41:31
9961218	mus	Tvlof-rakko enhoktēt omeckekot, mvt onko?	eeyinn	2021-04-16 03:43:59	2021-04-16 03:43:59
9961220	mus	Mary emvhakvkērrvn huehkvnks.	eeyinn	2021-04-16 03:46:19	2021-04-16 03:46:19
9961221	mus	Yvmvn mvhayvt omeckemvt's.	eeyinn	2021-04-16 03:46:46	2021-04-16 03:46:46
9961223	mus	Fekhvmke sekomahet omvkekvnks.	eeyinn	2021-04-16 03:50:43	2021-04-16 03:50:43
9961224	mus	Tom mimvn omvranekan kērris cē.	eeyinn	2021-04-16 03:51:35	2021-04-16 03:51:35
9961225	mus	Este nak-fvcceko makat "este hoporrenekot" kicetvtokot omēs.	eeyinn	2021-04-16 03:54:56	2021-04-16 03:54:56
9961232	mus	Tom mvn estomet omecat Mary enkicvhanat komaks.	eeyinn	2021-04-16 04:14:04	2021-04-16 04:14:04
9961235	mus	Estvn Mary enokēcēt omat centat omeckes, vntat tokot os.	eeyinn	2021-04-16 04:26:10	2021-04-16 04:26:10
9961243	mus	Tok mvn mēcetvtokot owēs, kērreckeko̜?	eeyinn	2021-04-16 04:32:54	2021-04-16 04:32:54
9961244	mus	Heyvn likepvs.	eeyinn	2021-04-16 04:33:16	2021-04-16 04:33:16
9961256	mus	Tom okat Mary nvkvftetv orēn eyacet os kihces.	eeyinn	2021-04-16 04:39:38	2021-04-16 04:39:38
9961261	mus	Tom mucv nettv yvmvn omvranes monkat omvranekat ohvkerricis.	eeyinn	2021-04-16 04:42:50	2021-04-16 04:42:50
9961276	mus	Mvnte ayat emehakakot tayēs cē!	eeyinn	2021-04-16 04:49:40	2021-04-16 04:50:17
9962689	mus	Heyv nakcokv vnhesse mehenwvkat os ce.	eeyinn	2021-04-16 13:43:05	2021-04-16 13:43:05
9962691	mus	Vlēcicetv yeckē-vlkēs.	eeyinn	2021-04-16 13:44:15	2021-04-16 13:44:15
9962736	mus	Efv acemvnicihv̜?	eeyinn	2021-04-16 14:12:40	2021-04-16 14:12:40
9962739	mus	Yekce mahetokot os, mvt onko?	eeyinn	2021-04-16 14:14:37	2021-04-16 14:14:37
9962944	mus	Este omvlkat yopaklatkekon rorvkvnks.	eeyinn	2021-04-16 15:48:21	2021-04-16 15:48:21
9963448	mus	Hvte meskē orvhanet os.	eeyinn	2021-04-16 20:21:27	2024-01-17 01:35:50
9966059	mus	Cehesaketvn hopuetake nakemkv hēruse hvmket owēs.	eeyinn	2021-04-17 23:37:20	2021-04-17 23:37:20
9978826	mus	Mvn mēcetvn komiē monken.	eeyinn	2021-04-22 14:17:22	2021-04-22 14:17:22
9978827	mus	Rahecepvkets.	eeyinn	2021-04-22 14:20:09	2021-04-22 14:20:09
