173	boracasli	2010-08-23 17:18:49	2022-02-18 15:27:13	Turkish	anyone
176	boracasli	2010-08-26 18:30:53	2010-09-17 18:27:34	Voice Travel Mate Sentences	anyone
177	boracasli	2010-08-26 23:38:20	2010-08-26 23:38:20	School sentences	creator
178	sacredceltic	2010-08-27 08:27:22	2025-11-05 00:30:11	Etude d'allemand	creator
179	sacredceltic	2010-08-27 21:28:43	2021-09-06 13:54:11	Web	anyone
180	boracasli	2010-08-27 21:43:58	2010-08-27 21:43:58	Computer sciences	creator
181	ignacy130	2010-08-28 17:34:01	2010-08-28 17:34:01	ignacy130	creator
183	Pharamp	2010-08-29 11:29:20	2010-09-01 22:33:15	Les sujets de Muiriel	creator
186	Swift	2010-08-31 16:34:23	2010-08-31 16:34:23	Undarlegar umritanir örnefna	creator
188	sacredceltic	2010-09-01 11:20:49	2024-09-17 09:58:31	Phrases anglaises rares	creator
191	boracasli	2010-09-04 15:02:57	2010-09-04 15:02:57	general truth sentences	creator
192	Pharamp	2010-09-07 17:19:55	2010-09-07 17:19:55	Sept Septembre	creator
193	boracasli	2010-09-07 18:51:12	2010-09-07 18:51:12	In Soviet Russia, ...	creator
195	Mori_001	2010-09-11 03:29:34	2014-02-19 04:51:05	!-mori-jpn-1=OK	creator
196	boracasli	2010-09-11 20:44:01	2010-09-11 20:44:01	Many Sentences	creator
197	mahdiye	2010-09-14 17:51:03	2017-11-27 11:19:40	Irainian learner	creator
198	boracasli	2010-09-15 00:08:31	2010-09-15 00:08:31	Image Viewer program	creator
199	boracasli	2010-09-15 22:49:16	2010-09-16 20:43:32	Polite sentences	creator
206	lechaz	2010-09-21 15:27:41	2010-09-21 15:27:41	Polskie zdania	creator
207	nickyeow	2010-09-23 10:34:34	2017-01-08 16:24:31	Chengyu 成語	creator
208	sacredceltic	2010-09-23 20:02:05	2010-09-23 20:02:27	A traduire par Muiriel	anyone
209	GBspaceFred	2010-09-24 05:33:40	2010-09-24 05:33:40	Communication before supportive grammar.	creator
213	sacredceltic	2010-09-27 21:23:24	2010-09-27 21:23:24	Etude de néerlandais	creator
216	Gyuri	2010-09-29 21:09:27	2010-09-29 21:16:30	Edgar Allan Poe	anyone
217	sacredceltic	2010-09-30 10:34:15	2010-09-30 10:34:15	@change fantômes	creator
226	MUIRIEL	2010-10-08 11:06:27	2011-06-30 10:49:59	défi 	creator
228	jakov	2010-10-09 15:28:04	2011-01-31 11:56:43	Universal Declaration of Human Rights (eng)	anyone
234	kebukebu	2010-10-12 00:35:13	2010-10-12 00:35:13	New sentences added by kebukebu	creator
237	jakov	2010-10-17 20:29:09	2011-01-31 11:56:39	Allgemeine Erklärung der Menschenrechte (deu)	anyone
238	jakov	2010-10-17 20:32:05	2011-01-31 11:56:34	Universala Deklaracio de Homaj Rajtoj (epo)	anyone
239	jakov	2010-10-17 21:30:31	2018-05-10 07:41:59	Declaración Universal de los Derechos Humanos (spa)	anyone
240	boracasli	2010-10-18 18:14:09	2010-10-18 18:14:09	change language	creator
242	sacredceltic	2010-10-24 12:30:57	2010-10-24 12:30:57	Refuge français soi-disant local	creator
243	kebukebu	2010-10-25 23:03:04	2010-10-25 23:03:04	Translations by kebukebu	creator
244	kebukebu	2010-10-26 03:28:04	2010-10-26 03:28:04	kebukebu's adopted sentences	creator
245	Disconnect	2010-10-29 09:41:04	2016-10-18 04:47:49	Russian tongue twisters.	anyone
246	buari	2010-10-29 17:54:18	2010-10-29 17:54:18	Hiszpańskie zdania	creator
250	Aleksej	2010-11-02 22:56:34	2021-02-08 08:45:21	F-a Ekz-ro, §5. (k:e)	creator
251	Aleksej	2010-11-02 23:00:01	2011-01-04 12:15:07	F-a Ekz-ro, §6. (k:p)	creator
252	Aleksej	2010-11-02 23:06:32	2011-01-04 12:16:08	F-a Ekz-ro, §7. (k:p)	creator
254	Aleksej	2010-11-04 17:21:44	2011-01-04 12:17:23	F-a Ekz-ro, §8. (k:p)	creator
255	Gyuri	2010-11-04 19:41:12	2010-11-04 19:41:34	Charles Bukowski	anyone
256	kebukebu	2010-11-05 17:21:20	2010-11-05 17:21:20	kebu's tags	creator
257	remod	2010-11-05 18:38:59	2010-11-05 18:39:34	lojban	anyone
258	Aleksej	2010-11-08 16:30:35	2011-01-04 12:18:53	F-a Ekz-ro, §9. (k:p)	creator
259	Aleksej	2010-11-08 16:42:51	2011-01-04 12:20:52	F-a Ekz-ro, §10. (k:p)	creator
260	Aleksej	2010-11-08 16:58:35	2011-01-04 12:21:40	F-a Ekz-ro, §11. (k:p)	creator
261	Aleksej	2010-11-10 14:07:03	2011-01-04 12:35:34	F-a Ekz-ro, §12. (k:p)	creator
262	Aleksej	2010-11-10 14:43:33	2011-01-04 12:36:05	F-a Ekz-ro, §13. (k:p)	creator
263	Aleksej	2010-11-10 14:59:40	2011-01-04 12:39:14	F-a Ekz-ro, §14. (k:p)	creator
264	Aleksej	2010-11-10 19:44:03	2011-01-04 12:40:22	F-a Ekz-ro, §15. (k:p)	creator
266	Aleksej	2010-11-11 12:02:12	2011-01-04 12:43:27	F-a Ekz-ro, §16. (k:p)	creator
270	Wimmer	2010-11-14 11:12:25	2010-11-14 11:12:25	Interlingua	creator
271	Dario	2010-11-14 16:32:51	2010-11-14 16:33:06	Siciliano	anyone
272	sysko	2010-11-21 14:23:02	2010-11-21 14:23:02	phrase française que j'aimerais savoir dire en chinois	creator
273	slasherkidx	2010-11-22 21:10:41	2010-11-22 21:10:41	Simple Sentences	creator
274	Aleksej	2010-11-23 18:46:31	2011-01-04 13:00:52	F-a Ekz-ro, §17. (k:p)	creator
275	Aleksej	2010-11-23 19:25:57	2012-02-22 19:46:15	F-a Ekz-ro, §18 (k:p)	creator
276	Aleksej	2010-11-23 20:12:26	2012-02-22 19:48:36	F-a Ekz-ro, §19 (k:p)	creator
279	Zifre	2010-12-04 01:03:32	2010-12-04 01:03:32	Frases españolas	creator
280	brauliobezerra	2010-12-04 15:30:15	2010-12-04 15:30:15	Audio - Portuguese sentences 1	creator
282	jjrodz	2010-12-05 12:33:57	2021-05-18 17:03:41	Malayalam	anyone
283	salikh	2010-12-05 18:39:07	2010-12-05 18:39:07	to_delete	creator
285	Aleksej	2010-12-07 12:09:47	2011-01-03 21:33:34	F-a Ekz-ro, §20	creator
286	Aleksej	2010-12-07 12:36:11	2011-01-03 21:33:37	F-a Ekz-ro, §21	creator
288	Ole	2010-12-09 14:54:44	2010-12-09 14:54:44	hebrew	creator
289	Shishir	2010-12-10 02:05:37	2010-12-10 02:05:37	[ES1] Common in Spain (sentences that sound natural, that I'd say in a given situation)	creator
290	salikh	2010-12-10 05:18:34	2010-12-10 05:18:48	figure_of_speech	anyone
291	Vortarulo	2010-12-10 10:38:01	2010-12-10 10:38:19	Klingon	anyone
293	Shishir	2010-12-10 17:17:51	2012-07-28 02:06:50	Chino	creator
296	boracasli	2010-12-17 14:42:04	2010-12-17 14:42:04	Turkish tongue twisters	creator
297	Aleksej	2010-12-18 19:01:05	2017-12-31 18:19:40	F-a Ekz-ro, §22. (k:p)	creator
298	Aleksej	2010-12-18 19:30:11	2011-01-04 13:02:57	F-a Ekz-ro, §23. (k:p)	creator
299	pandark	2010-12-18 21:02:46	2010-12-24 06:03:50	Freed by Pandark	creator
301	Aleksej	2010-12-21 18:02:15	2011-01-03 21:33:44	F-a Ekz-ro, §24	creator
302	Aleksej	2010-12-21 18:23:52	2012-02-22 19:39:13	F-a Ekz-ro, §25 (k:p)	creator
303	Aleksej	2010-12-21 19:07:17	2011-01-03 21:34:23	F-a Ekz-ro, §26	creator
304	Aleksej	2010-12-21 19:33:08	2011-01-03 21:34:26	F-a Ekz-ro, §27	creator
305	offdare	2010-12-24 21:38:56	2010-12-24 21:38:56	Kunming dialect 昆明方言	creator
307	pandark	2010-12-27 12:16:05	2010-12-27 12:16:05	[Pandark] Shtooka	creator
312	CK	2010-12-29 08:24:39	2025-11-14 00:16:55	! #10 FILTER OUT - not proofread - mention of TATOEBA or usernames and things not useful offsite - #312	creator
315	gioni	2010-12-31 00:15:56	2010-12-31 00:15:56	Rumantsch	creator
318	Aleksej	2011-01-03 19:19:11	2011-01-03 21:34:30	F-a Ekz-ro, §28	creator
319	Aleksej	2011-01-03 19:33:45	2011-01-03 21:34:33	F-a Ekz-ro, §29	creator
320	Aleksej	2011-01-03 20:06:29	2011-01-03 21:34:36	F-a Ekz-ro, §30	creator
321	Aleksej	2011-01-03 20:35:51	2011-01-03 21:34:39	F-a Ekz-ro, §31	creator
322	Aleksej	2011-01-03 21:14:52	2023-07-29 03:32:02	F-a Ekz-ro, §32	creator
323	Aleksej	2011-01-03 21:37:14	2011-01-03 21:37:14	F-a Ekz-ro, §33	creator
327	fudede	2011-01-06 20:26:08	2011-01-06 20:26:08	Japanese Sushi	creator
328	boracasli	2011-01-07 22:36:52	2011-01-07 22:36:52	Azeri	creator
329	jakov	2011-01-08 21:24:56	2011-01-31 11:55:28	Tatoeba introduction video (eng)	anyone
330	azulhana	2011-01-09 02:05:38	2016-11-14 21:40:21	Basic Turkish	creator
331	jakov	2011-01-11 10:32:39	2011-01-31 11:55:11	Tatoeba Einführungsvideo (deu)	anyone
334	debian2007	2011-01-15 18:00:43	2021-03-06 10:44:21	Magyar mondatok, átnézendő, nem egyértelmű. Hungarian. Ungarisch.	anyone
335	Hans07	2011-01-16 20:47:40	2011-01-16 21:28:28	Familie	anyone
336	anmaretto	2011-01-18 19:57:25	2020-12-13 01:21:35	Greek	anyone
338	eastasiastudent	2011-01-22 11:53:16	2011-01-22 11:56:53	Literary Chinese	anyone
340	ivanov	2011-01-23 16:24:02	2011-01-23 16:30:01	Иронау (in Ossetic)	anyone
342	jakov	2011-01-27 20:44:21	2011-01-31 12:06:05	Tatoeba vidéo d'introduction (fra)	anyone
344	jakov	2011-01-31 11:54:06	2011-01-31 11:54:16	Tatoeba introduction video (spa)	anyone
345	jakov	2011-01-31 11:57:57	2011-01-31 12:06:08	Tatoeba enkonduka video (epo)	anyone
346	Aleksej	2011-01-31 22:05:14	2011-01-31 22:05:14	F-a Ekz-ro, §34	creator
347	Aleksej	2011-01-31 22:26:41	2011-01-31 22:26:41	F-a Ekz-ro, §35	creator
348	Aleksej	2011-01-31 22:44:51	2011-01-31 22:44:51	F-a Ekz-ro, §36	creator
350	Aleksej	2011-02-01 21:04:38	2012-02-22 19:42:33	F-a Ekz-ro, §37 (k:p)	creator
353	Swift	2011-02-02 16:01:25	2011-02-02 16:01:25	Swift's reviews to revisit	creator
358	Serhiy	2011-02-10 07:25:29	2011-02-10 07:29:32	Ukrainian sentences I don't know.	anyone
392	drahcir	2011-02-13 12:37:23	2011-02-13 12:37:23	drahcir's list	creator
401	U2FS	2011-02-20 15:23:35	2011-02-20 15:59:24	Wu Chinese Idioms 吴方言 熟语	anyone
402	U2FS	2011-02-20 16:10:16	2018-10-15 22:20:06	Needing a tag	anyone
412	marloncori	2011-02-26 20:22:34	2011-02-26 20:22:34	Scottish Gaelic (Gàidhlig)	creator
414	momotarou	2011-03-02 03:50:53	2011-03-02 03:50:53	Sentences	creator
421	sacredceltic	2011-03-08 14:41:55	2018-07-29 05:14:12	le français saccagé	creator
423	szaby78	2011-03-09 09:26:53	2011-03-09 09:26:53	Szaby78's List of Sentences to Translate	creator
427	taltos	2011-03-15 13:12:27	2011-03-15 13:12:27	Weitere Sätze für Anki	creator
428	BraveSentry	2011-03-24 22:32:04	2018-04-27 21:49:17	[TD4] Funny sentences (eng)	creator
429	BraveSentry	2011-03-24 22:33:09	2011-03-24 22:33:09	[TD4] Inspiring sentences (eng)	creator
430	BraveSentry	2011-03-24 22:33:23	2011-03-24 22:33:23	[TD4] Other sentences (eng)	creator
433	BraveSentry	2011-03-25 09:33:13	2011-03-25 09:33:13	[TD4] Funny sentences (deu)	creator
434	BraveSentry	2011-03-25 09:33:29	2011-03-25 09:33:29	[TD4] Inspiring sentences (deu)	creator
435	BraveSentry	2011-03-25 09:33:39	2011-03-25 09:33:39	[TD4] Other sentences (deu)	creator
439	fucongcong	2011-03-25 13:22:54	2011-03-26 12:42:42	[TD4] Inspiring sentences (cmn)	creator
440	szaby78	2011-03-25 21:49:03	2011-03-25 21:49:03	Sentences to fix?	creator
447	Shishir	2011-03-26 00:36:43	2011-03-26 00:36:43	[TD4] Funny sentences (esp)	creator
448	Shishir	2011-03-26 00:37:11	2011-03-26 00:37:11	[TD4] Funny sentences (eng)	creator
451	Shishir	2011-03-26 02:21:48	2011-03-26 02:21:48	[TD4] Inspiring sentences (eng)	creator
463	BraveSentry	2011-03-26 21:28:54	2020-12-10 02:36:58	From Bach's Cantatas	anyone
465	New_Tat_User	2011-03-27 14:02:38	2011-03-27 14:02:38	New_Tat_List	creator
466	MUIRIEL	2011-03-27 20:10:21	2011-06-10 17:48:59	# topic/temo: musical instruments/musikiloj	anyone
473	MUIRIEL	2011-04-03 15:16:59	2011-06-10 17:48:34	# topic/temo: kitchen utensils/kuirejaj iloj	anyone
476	MUIRIEL	2011-04-09 16:46:05	2021-07-18 18:17:10	# topic/temo: animals/bestoj	anyone
478	slomox	2011-04-12 16:01:43	2011-04-12 16:45:31	Wenker-Sätze	anyone
479	boracasli	2011-04-13 18:04:19	2011-04-13 18:04:19	Basic Sentences	creator
480	fucongcong	2011-04-14 16:43:23	2011-04-14 16:43:23	俗話說	creator
481	MUIRIEL	2011-04-17 14:31:06	2011-06-10 17:49:26	# topic/temo: professions/profesjoj	anyone
482	boracasli	2011-04-18 19:03:34	2011-04-18 19:03:34	Scottish Gaelic	creator
485	MUIRIEL	2011-04-24 20:05:15	2021-04-16 08:50:37	# topic/temo: vegetables/legomoj	anyone
487	piksea	2011-04-27 22:22:06	2011-04-27 22:22:06	My list	creator
488	piksea	2011-04-27 23:49:05	2011-04-27 23:49:05	to translate	creator
489	Daga007	2011-04-28 16:23:05	2011-04-28 16:24:06	Asturian language	anyone
491	eabardus	2011-04-28 17:12:54	2022-07-21 05:43:03	German Anki 1	anyone
492	eabardus	2011-04-28 17:23:36	2011-04-28 17:23:36	German Anki 2	creator
493	eabardus	2011-04-28 17:33:12	2011-04-28 17:33:12	German Anki 3	creator
495	Igliwie	2011-04-29 13:40:13	2011-04-29 13:40:13	Italian for beginners	creator
496	alciono	2011-05-02 22:46:18	2011-05-02 22:47:31	Ido	anyone
501	pocket_lab	2011-05-07 18:46:59	2011-05-07 18:58:17	Taiwanese (Traditional Chinese characters)	anyone
502	pocket_lab	2011-05-07 18:48:03	2011-05-07 18:57:48	Taiwanese Mandarin (Traditional Chinese characters)	anyone
505	horsebones	2011-05-08 10:43:23	2011-05-08 10:43:23	MyList	creator
506	thevikas	2011-05-08 13:41:33	2011-05-09 05:52:53	JLPT N5	anyone
509	LittleBoy	2011-05-09 22:43:29	2011-05-09 22:43:29	Beginner's Mandarin	creator
510	sacredceltic	2011-05-10 00:49:49	2011-05-10 00:49:49	Restauration à la française	creator
512	sacredceltic	2011-05-13 19:01:09	2024-06-08 06:47:00	# temo/thème/topic: astronomio/astronomie/astronomy	anyone
513	Pharamp	2011-05-16 16:05:43	2011-05-16 16:15:27	Deutsche Sätze, die ich verstehe	creator
514	bunbuku	2011-05-17 02:05:55	2023-03-05 08:04:34	Japanese idioms - 慣用句	creator
515	bunbuku	2011-05-18 03:18:18	2024-09-10 13:01:11	Japanese Onomatopoeia and Mimetic Words	creator
516	sacredceltic	2011-05-21 17:46:41	2011-05-21 17:46:41	Phrases allemandes à expliquer	creator
518	sacredceltic	2011-05-22 08:57:38	2011-05-22 08:57:38	Vols de phrases	creator
519	futureboy	2011-05-22 17:15:34	2011-05-22 17:22:25	Gaius Iulius Caesar: Commentarii de bello Gallico	anyone
520	sacredceltic	2011-05-24 13:39:13	2011-05-24 13:39:13	Phrases non niaises	creator
521	Shiawase	2011-05-27 22:02:59	2011-05-27 22:02:59	shiawase -- needs further attention	creator
525	boracasli	2011-06-01 19:17:10	2011-06-01 19:17:10	Magdalena, Ania	creator
526	bunbuku	2011-06-02 03:26:43	2023-09-22 03:56:17	created by bunbuku	creator
527	Guybrush88	2011-06-04 19:27:34	2018-03-23 01:21:08	Écologie	anyone
533	MUIRIEL	2011-06-10 17:27:19	2022-01-06 08:27:35	# topic/temo/Thema: cooking/kuiri/kochen	anyone
534	MUIRIEL	2011-06-10 17:41:58	2021-07-18 18:17:08	# topic/temo/Thema: fruits/fruktoj/Obst	anyone
535	sacredceltic	2011-06-11 18:10:59	2011-06-11 18:10:59	contrôle retraduction	creator
536	Dirk80	2011-06-12 09:39:27	2011-06-12 09:39:27	Kindheitserinnerungen	creator
537	Valodnieks	2011-06-13 02:01:55	2022-05-13 03:00:37	Interlingue	anyone
538	sacredceltic	2011-06-13 11:21:41	2011-06-13 11:21:41	Phrases lourdes	creator
548	sacredceltic	2011-06-17 18:22:05	2011-06-17 18:22:05	Insultes racistes diverses	creator
549	MUIRIEL	2011-06-19 18:45:24	2011-07-28 16:29:20	faux amis franco-allemands	creator
550	Revenant88	2011-06-21 14:45:03	2011-06-21 14:45:03	Sentences	creator
551	blahma	2011-06-21 22:47:32	2011-06-21 22:47:32	Esperanto	creator
552	tanzoniteblack	2011-06-24 07:01:23	2011-06-24 07:01:23	Georgian	creator
555	Quazel	2011-06-27 13:53:36	2011-06-27 13:53:36	Phrases créées	creator
556	sacredceltic	2011-06-27 23:12:39	2011-06-27 23:12:39	Crétins suprêmes	creator
593	MUIRIEL	2011-06-28 21:36:42	2011-06-28 21:36:42	beim Frisör	creator
637	MUIRIEL	2011-06-30 17:43:36	2011-06-30 17:43:36	Farben/couleurs/colors	creator
639	sacredceltic	2011-07-02 11:14:49	2011-07-02 11:14:49	Test de convergence	creator
640	jrduboc	2011-07-04 10:28:03	2011-07-04 10:28:03	Impératif en français	creator
641	ultrasaurus	2011-07-04 17:21:50	2011-07-04 17:21:50	test	creator
643	sacredceltic	2011-07-07 19:42:57	2011-07-07 19:42:57	Esperanta lekcio	creator
645	Dirk80	2011-07-14 20:41:24	2011-07-14 20:41:24	Wir lernen Esperanto - Abschlusstest	creator
646	Dirk80	2011-07-14 22:03:55	2019-01-21 04:51:30	Esperanto - Passiv	anyone
647	MUIRIEL	2011-07-15 12:11:30	2011-07-15 12:15:04	Synonyme und Nuancen	creator
648	Dirk80	2011-07-15 21:42:08	2011-07-15 21:42:08	Esperanto - Sätze mit interessanter Grammatik	creator
649	CK	2011-07-17 15:08:33	2025-04-19 22:23:31	FILTER OUT- at least temporarily not for my projects - #649 (2011)	creator
652	Batko	2011-07-31 22:22:22	2011-07-31 22:22:22	Occitan	creator
654	Batko	2011-07-31 22:47:07	2011-07-31 22:47:07	440 basique	creator
655	DanaDescalza	2011-08-02 00:16:00	2011-08-02 00:27:27	Money, economy, banks... 	anyone
657	DanaDescalza	2011-08-02 00:22:22	2021-04-28 00:02:02	What do animals "say" in your language?	anyone
658	mschmitt	2011-08-04 23:16:06	2011-08-04 23:16:06	Blasfemoj	creator
659	hurdsean	2011-08-07 09:39:55	2011-08-07 09:39:55	hurdsean test 1	creator
660	lecz0r	2011-08-14 16:22:03	2011-08-14 16:22:03	japanese	creator
661	Nero	2011-08-15 02:55:06	2024-02-06 08:43:51	English words for when you forget the name of something	anyone
662	alekso	2011-08-15 13:19:39	2011-08-15 13:36:26	La revrajto video	anyone
663	Aleksej	2011-08-24 13:52:44	2011-08-24 13:52:44	F-a Ekz-ro, §38	creator
664	Aleksej	2011-08-24 14:11:01	2011-08-24 14:11:01	F-a Ekz-ro, §39	creator
665	Aleksej	2011-08-24 14:32:21	2011-08-24 14:32:21	F-a Ekz-ro, §40	creator
666	Aleksej	2011-08-24 14:54:57	2011-08-24 14:54:57	F-a Ekz-ro, §41	creator
667	Aleksej	2011-08-24 16:00:13	2011-08-24 16:00:13	F-a Ekz-ro, §42	creator
722	inaggn	2011-09-04 20:01:58	2011-09-04 20:01:58	Interesting Sentences	creator
723	hagersa	2011-09-06 05:33:17	2011-09-06 05:33:17	文法が調査しなくちゃ	creator
724	yujin	2011-09-06 07:44:25	2011-09-06 09:18:59	Kalmyk language	anyone
726	yujin	2011-09-07 16:54:22	2013-03-13 11:08:36	to be translated into Kalmyk	anyone
727	yujin	2011-09-07 21:11:37	2011-09-07 21:11:37	Kalmyk proverbs	creator
730	Brian255	2011-09-08 22:44:16	2011-09-08 22:44:16	Chinese w/ Audio 1	creator
731	Brian255	2011-09-09 02:52:12	2011-09-09 02:52:12	Chinese w/ Audio 2	creator
732	Brian255	2011-09-09 03:45:50	2011-09-09 03:45:50	Chinese w/ Audio 3	creator
742	mookeee	2011-09-16 21:30:54	2023-10-04 15:08:59	わたしのオリジナル	creator
748	benevolentbenny	2011-09-20 11:23:45	2011-09-20 11:23:45	ANKITEST	creator
749	MUIRIEL	2011-09-22 22:37:45	2011-09-22 22:37:45	Innovation	creator
751	cntrational	2011-09-25 09:42:34	2011-09-25 10:15:04	Ithkuil	anyone
754	jono1001	2011-09-28 11:46:48	2011-09-28 11:46:48	jono1001_Mandarin	creator
758	sysko	2011-10-01 15:17:38	2022-09-03 12:43:52	Import epo-por	anyone
760	disxm	2011-10-03 15:54:33	2020-12-31 17:43:59	蒋云飞	anyone
762	hasefet	2011-10-06 23:12:16	2011-10-06 23:12:16	Mandarin Sentences with audio	creator
764	yujin	2011-10-09 08:52:59	2011-11-11 11:55:41	Mongolian Past Simple	anyone
765	sungkhum	2011-10-13 00:35:19	2011-10-13 00:38:21	Khmer	anyone
768	MCMC	2011-10-15 11:30:57	2011-10-15 11:30:57	MCMC	creator
769	cntrational	2011-10-15 19:48:18	2011-10-15 19:48:29	Old English	anyone
773	Imp	2011-10-18 17:47:19	2018-01-09 14:38:13	Tajik	anyone
774	Imp	2011-10-18 17:48:11	2018-07-20 02:41:47	Azerbaijani	anyone
775	Imp	2011-10-19 07:57:37	2017-10-04 17:08:22	Turkmen	anyone
776	Incubator	2011-10-19 20:30:41	2011-10-19 20:30:41	Szavak	creator
777	Ramses	2011-10-19 21:17:02	2011-10-19 21:17:02	Galego	creator
778	sacredceltic	2011-10-24 20:02:24	2011-10-24 20:02:24	Les natifs n'ont pas toujours raison	creator
779	Tlustulimu	2011-10-24 20:08:00	2016-10-07 12:09:30	Obersorbisch	anyone
780	Tlustulimu	2011-10-24 20:21:46	2016-10-07 12:09:56	Niedersorbisch	anyone
781	Etrange	2011-10-24 22:08:21	2011-10-24 22:10:48	Fukushima	creator
782	krishananth	2011-10-27 18:25:04	2011-10-27 18:25:04	japanese_L2_Kanji_Ex	creator
783	krishananth	2011-10-27 18:25:34	2011-10-27 18:25:34	japanese_L2_Kanji_Ex	creator
785	runawaytiger	2011-11-01 00:42:11	2011-11-05 22:34:18	ja00　L12	creator
786	runawaytiger	2011-11-01 11:46:51	2011-11-05 22:32:51	ja02 民主主義	creator
787	minidb7	2011-11-01 14:13:55	2011-11-01 14:13:55	jlpt	creator
788	runawaytiger	2011-11-01 18:06:16	2011-11-05 22:31:19	ja01	creator
789	eadbannon	2011-11-03 06:35:44	2011-11-03 06:35:44	Ed's words	creator
791	runawaytiger	2011-11-05 00:27:03	2011-11-05 22:32:06	ja03	creator
792	yujin	2011-11-10 13:20:58	2011-11-10 13:27:11	Tibetan	anyone
794	Shishir	2011-11-10 20:34:17	2011-11-10 20:34:17	Portugués- Español	creator
795	fengli	2011-11-11 05:39:12	2011-11-11 05:39:12	Chinese Directional Compounds	creator
796	fengli	2011-11-11 05:44:50	2011-11-11 05:44:50	Directional Verb  ＋ 來／去	creator
797	fengli	2011-11-11 05:48:37	2011-11-11 05:48:37	Verb ＋ Directional Verb ＋ 來／去	creator
799	fengli	2011-11-11 09:03:47	2011-11-11 09:03:47	Verb + Directional Verb	creator
800	fengli	2011-11-11 09:10:33	2011-11-11 09:10:33	Directional compounds with objects	creator
802	runawaytiger	2011-11-12 19:42:33	2011-11-14 04:36:17	ja04	creator
803	runawaytiger	2011-11-15 13:35:05	2011-11-21 22:35:20	ja05	creator
808	runawaytiger	2011-11-20 12:46:13	2011-11-24 03:37:16	ja06	creator
809	idkaenel	2011-11-22 20:04:14	2011-11-22 20:04:14	sofa	creator
811	runawaytiger	2011-11-24 03:56:43	2011-11-26 21:23:58	ja07	creator
