10248826	Milk is white.	13334239	Waabishkaagamin doodooshaaboo.
13334241	Wine is red.	13334237	Miskwaagamin mazhoominaaboo.
13334245	Coffee is black.	13334234	Makadewaagamin makade-mashkikiwaaboo.
13334297	I come from the Leech Lake Reservation.	13334296	Gaa-zagaskwaajimekaag indoonjibaa.
13334299	I live on the Red Lake Reservation.	13334293	Miskwaagamiiwi-zaaga'iganing indaa.
7547056	It's snowing hard.	13334320	Gichi-zoogipon.
1289095	Is it raining?	13334319	Gimiwan ina.
442070	What's the weather like?	13334333	Aaniin ezhiwebak agwajiing?
1886702	What's his name?	13334345	Aaniin ezhinikaazod?
13334349	What time are you going to go to the car repair shop?	13334348	Aaniin apii waa-izhaayan odaabaanikewigamigong?
5504571	Who's sick?	13334351	Awenen ayaakozid?
17150	Where do you come from?	13334352	Aaniindi wenjibaayan?
2270555	Who's that boy?	13334353	Awenen a'aw gwiiwizens?
13334360	What am I doing?!	13334358	Aaniin ezhichigeyaan?!
13334456	I go to that store every day.	13334450	Endaso-giizhig i'iw adaawewigamigong indizhaa.
13334536	I went hunting last night.	13334533	Ingii-kiiwose dibikong.
313808	She went to the hospital yesterday.	13334538	Aakoziiwigamigong gii-izhaa bijiinaago.
1830543	Let's eat.	13334586	Wiisinidaa.
13334595	Let's go to the casino tomorrow.	13334593	Ataagewigamigong izhaadaa waabang.
1388949	I drink alcohol.	13334658	Niminikwen ishkodewaaboo.
7067947	I drink tea.	13334763	Niminikwen aniibiishaaboo.
13334899	I speak Ojibwe.	13334897	Indoojibwem.
13334906	I don't speak Ojibwe.	13334905	Gaawiin indoojibwemosii.
13334968	I am Ojibwe.	13334962	Indoojibwew.
13334981	I'm not Ojibwe. I'm Lakota.	13334975	Gaawiin indoojibwewisii. Nibwaaniw.
13335001	He's not Iroquois. He's Ojibwe.	13334996	Gaawiin naadowewisii. Ojibwewi.
13337666	Be still when you hunt.	13332094	Bizaani-ayaan giiwoseyan.
13337667	Be silent when you hunt.	13332094	Bizaani-ayaan giiwoseyan.
256533	I like singing.	13359467	Niminwendaan nagamoyaan.
8818560	I don't like singing.	13359469	Gaawiin niminwendanziin nagamoyaan.
268896	I like sleeping.	13359472	Niminwendaan nibaayaan.
13359474	I don't like sleeping.	13359473	Gaawiin niminwendanziin nibaayaan.
2738418	I like cooking.	13359476	Niminwendaan jiibaakweyaan.
2738422	I don't like cooking.	13359477	Gaawiin niminwendanziin jiibaakweyaan.
3452116	I like eating.	13359478	Niminwendaan wiisiniyaan.
13359481	I don't like eating.	13359479	Gaawiin niminwendanziin wiisiniyaan.
1276130	I like reading.	13359483	Niminwendaan agindaasoyaan.
8818681	I don't like reading.	13359485	Gaawiin niminwendanziin agindaasoyaan.
13359489	I like speaking Ojibwe.	13359488	Niminwendaan ojibwemoyaan.
13359492	I don't like speaking Ojibwe.	13359490	Gaawiin niminwendanziin ojibwemoyaan.
13359495	I like that car.	13359494	Niminwendaan i'iw odaabaan.
13359498	I don't like that car.	13359497	Gaawiin niminwendanziin i'iw odaabaan.
12740140	I like that house.	13359503	Niminwendaan i'iw waakaa'igan.
13359509	I don't like that house.	13359506	Gaawiin niminwendanziin i'iw waakaa'igan.
13359512	I like that lake.	13359511	Niminawendaan i'iw zaaga'igan.
13359522	I don't like that lake.	13359514	Gaawiin niminwendanziin i'iw zaaga'igan.
13359526	Do you like speaking Dakota?	13359525	Giminwendaan ina bwaanimoyan.
23929	Do you like singing?	13359529	Giminwendaan ina nagamoyan.
6862514	Do you like my car?	13359530	Giminwendaan ina indoodaabaan.
386730	He likes hunting.	13359550	Ominwendaan giiwosed.
13359554	He doesn't like hunting.	13359551	Gaawiin ominwendanziin giiwosed.
13359557	Does he like Canada?	13359556	Ominwendaan ina zhaaganaashiiwaki.
13359569	She likes gambling.	13359560	Ominwendaan ataaged.
13359577	She doesn't like gambling.	13359573	Ominwendanziin ataaged.
13359582	Does she like the United States?	13359580	Ominwendaan ina gichi-mookomaan-aki.
